rider_id,city,signup_date,rider_type
R004483,Metroville,2021-05-26,Occasional
R004484,Metroville,2021-04-18,New
R004485,Metroville,2021-09-04,Regular
R004486,Metroville,2022-11-24,Occasional
R004487,Metroville,2022-07-09,Regular
R004488,Metroville,2022-03-25,Occasional
R004489,Metroville,2021-11-15,New
R004490,Capital City,2022-08-07,Regular
R004491,Capital City,2021-04-08,Occasional
R004492,Capital City,2021-04-18,Occasional
R004493,Metroville,2021-02-03,Occasional
R004494,Metroville,2021-01-21,Power
R004495,Capital City,2021-11-16,Occasional
R004496,Metroville,2022-11-23,Regular
R004497,Metroville,2021-11-22,Occasional
R004498,Metroville,2022-01-27,Occasional
R004499,Metroville,2021-01-24,Power
R004500,Metroville,2022-05-03,Power
R004501,Capital City,2022-11-12,Occasional
R004502,Capital City,2021-09-02,Occasional
R004503,Capital City,2022-04-01,Regular
R004504,Metroville,2021-12-16,Occasional
R004505,Metroville,2022-12-12,Occasional
R004506,Metroville,2022-01-21,Regular
R004507,Metroville,2022-02-25,Regular
R004508,Metroville,2022-02-17,Regular
R004509,Metroville,2022-03-20,Power
R004510,Metroville,2021-08-16,Occasional
R004511,Metroville,2021-01-19,Power
R004512,Metroville,2021-01-30,Regular
R004513,Metroville,2022-09-23,Regular
R004514,Metroville,2022-05-13,Regular
R004515,Capital City,2022-08-17,Occasional
R004516,Metroville,2022-02-28,New
R004517,Metroville,2021-10-05,Power
R004518,Metroville,2022-02-07,New
R004519,Metroville,2022-04-01,Power
R004520,Capital City,2021-11-01,Regular
R004521,Metroville,2021-04-22,Regular
R004522,Capital City,2021-03-11,Regular
R004523,Metroville,2022-10-02,Regular
R004524,Metroville,2022-06-23,Occasional
R004525,Capital City,2021-10-06,Occasional
R004526,Capital City,2022-05-30,Occasional
R004527,Metroville,2021-11-11,Regular
R004528,Metroville,2021-08-23,Power
R004529,Capital City,2021-07-22,Regular
R004530,Metroville,2021-12-15,Regular
R004531,Capital City,2022-11-05,Power
R004532,Capital City,2021-07-23,Regular
R004533,Metroville,2022-07-23,Occasional
R004534,Metroville,2022-10-26,Occasional
R004535,Metroville,2022-02-17,Regular
R004536,Capital City,2021-01-05,New
R004537,Metroville,2021-08-01,Occasional
R004538,Metroville,2021-11-14,New
R004539,Capital City,2022-08-16,New
R004540,Capital City,2021-07-14,Regular
R004541,Metroville,2021-05-29,Occasional
R004542,Metroville,2022-12-03,New
R004543,Metroville,2022-07-08,Regular
R004544,Metroville,2022-06-18,Power
R004545,Metroville,2022-06-10,Occasional
R004546,Metroville,2022-11-03,Regular
R004547,Metroville,2022-04-21,New
R004548,Metroville,2022-11-29,Power
R004549,Metroville,2021-09-21,Regular
R004550,Capital City,2022-11-11,Regular
R004551,Metroville,2021-12-28,New
R004552,Metroville,2021-01-10,New
R004553,Metroville,2022-06-12,Regular
R004554,Metroville,2022-03-27,Power
R004555,Metroville,2021-12-20,New
R004556,Capital City,2021-09-13,Occasional
R004557,Metroville,2021-08-02,Occasional
R004558,Metroville,2021-11-21,Occasional
R004559,Capital City,2021-03-22,Power
R004560,Capital City,2022-08-28,Power
R004561,Capital City,2021-02-03,Occasional
R004562,Capital City,2022-12-01,Power
R004563,Metroville,2022-04-29,Power
R004564,Metroville,2021-12-16,Occasional
R004565,Capital City,2021-08-19,Power
R004566,Metroville,2021-05-03,New
R004567,Metroville,2021-10-02,Regular
R004568,Capital City,2022-07-04,Occasional
R004569,Capital City,2021-09-03,Regular
R004570,Metroville,2021-05-11,Occasional
R004571,Metroville,2021-06-16,Regular
R004572,Capital City,2022-01-08,Occasional
R004573,Capital City,2022-01-14,Occasional
R004574,Metroville,2022-07-18,Occasional
R004575,Metroville,2022-04-12,Occasional
R004576,Metroville,2021-01-26,Occasional
R004577,Metroville,2022-10-01,Occasional
R004578,Metroville,2022-03-16,Regular
R004579,Capital City,2022-12-04,Occasional
R004580,Capital City,2021-12-02,Occasional
R004581,Capital City,2022-11-12,Occasional
R004582,Capital City,2022-07-19,Regular
R004583,Capital City,2021-05-26,Power
R004584,Capital City,2022-05-27,Regular
R004585,Metroville,2022-05-20,Regular
R004586,Metroville,2021-03-10,Power
R004587,Metroville,2022-05-16,Regular
R004588,Metroville,2021-02-07,Regular
R004589,Metroville,2022-06-04,New
R004590,Metroville,2022-04-01,Regular
R004591,Metroville,2021-03-05,Occasional
R004592,Metroville,2021-11-08,Occasional
R004593,Capital City,2021-07-25,New
R004594,Capital City,2022-12-12,Regular
R004595,Capital City,2021-02-02,Power
R004596,Capital City,2022-12-23,Regular
R004597,Capital City,2021-09-03,Power
R004598,Capital City,2022-08-19,Regular
R004599,Capital City,2021-03-10,Power
R004600,Capital City,2022-07-08,Occasional
R004601,Capital City,2021-04-26,Occasional
R004602,Metroville,2022-12-24,Occasional
R004603,Capital City,2022-05-17,Regular
R004604,Metroville,2022-04-18,Occasional
R004605,Capital City,2021-04-19,Occasional
R004606,Capital City,2022-02-23,Power
R004607,Metroville,2021-01-02,Occasional
R004608,Metroville,2021-01-05,Regular
R004609,Metroville,2021-03-14,Power
R004610,Capital City,2022-03-26,Regular
R004611,Metroville,2021-10-25,Occasional
R004612,Metroville,2021-12-12,Regular
R004613,Capital City,2022-01-09,Power
R004614,Metroville,2021-09-18,Power
R004615,Metroville,2022-04-18,New
R004616,Metroville,2022-05-23,Regular
R004617,Capital City,2021-09-11,Occasional
R004618,Capital City,2022-02-26,Regular
R004619,Metroville,2021-02-07,Regular
R004620,Metroville,2021-07-17,Occasional
R004621,Metroville,2021-04-03,Occasional
R004622,Capital City,2021-11-21,New
R004623,Metroville,2021-05-13,Power
R004624,Metroville,2022-09-19,Occasional
R004625,Metroville,2022-12-25,Regular
R004626,Metroville,2021-07-27,Occasional
R004627,Metroville,2021-02-22,Regular
R004628,Capital City,2021-12-14,Regular
R004629,Metroville,2021-06-06,Regular
R004630,Capital City,2021-03-10,Regular
R004631,Metroville,2021-05-03,Occasional
R004632,Capital City,2021-04-18,Occasional
R004633,Capital City,2022-03-18,Regular
R004634,Metroville,2022-03-02,Regular
R004635,Metroville,2021-01-31,Regular
R004636,Metroville,2022-09-13,Occasional
R004637,Capital City,2021-08-26,Regular
R004638,Capital City,2022-10-28,Regular
R004639,Metroville,2022-01-22,Occasional
R004640,Metroville,2022-03-24,Regular
R004641,Metroville,2021-03-17,Power
R004642,Capital City,2022-02-03,Regular
R004643,Capital City,2022-03-24,New
R004644,Capital City,2022-04-09,Power
R004645,Metroville,2021-03-01,Regular
R004646,Metroville,2021-01-03,Occasional
R004647,Metroville,2021-03-05,Occasional
R004648,Capital City,2022-03-02,Power
R004649,Capital City,2022-06-23,Power
R004650,Capital City,2022-08-01,Regular
R004651,Metroville,2021-07-21,Occasional
R004652,Capital City,2022-04-30,Occasional
R004653,Capital City,2022-11-04,Regular
R004654,Metroville,2021-04-27,New
R004655,Metroville,2021-11-14,Regular
R004656,Metroville,2021-02-24,Regular
R004657,Capital City,2022-02-08,Regular
R004658,Metroville,2021-02-03,Regular
R004659,Capital City,2022-08-11,Regular
R004660,Capital City,2022-12-06,New
R004661,Metroville,2021-03-01,Power
R004662,Capital City,2021-08-10,Occasional
R004663,Metroville,2022-03-05,Power
R004664,Capital City,2022-04-11,Regular
R004665,Metroville,2021-10-30,Power
R004666,Capital City,2021-11-13,New
R004667,Metroville,2021-11-30,New
R004668,Metroville,2022-11-26,Regular
R004669,Capital City,2021-05-14,Power
R004670,Metroville,2021-01-06,Occasional
R004671,Capital City,2021-05-26,Occasional
R004672,Capital City,2022-06-21,New
R004673,Metroville,2022-01-15,Power
R004674,Capital City,2021-01-01,Power
R004675,Capital City,2022-05-19,Power
R004676,Metroville,2021-01-29,Regular
R004677,Capital City,2021-07-03,Regular
R004678,Metroville,2021-03-19,New
R004679,Capital City,2021-09-01,Regular
R004680,Capital City,2021-02-13,Occasional
R004681,Metroville,2021-12-30,Power
R004682,Metroville,2021-07-31,Regular
R004683,Metroville,2022-02-28,Occasional
R004684,Metroville,2022-07-11,Power
R004685,Capital City,2021-02-27,Occasional
R004686,Capital City,2021-06-09,Regular
R004687,Metroville,2022-06-30,Power
R004688,Metroville,2022-03-07,Regular
R004689,Capital City,2022-09-24,Occasional
R004690,Capital City,2021-09-06,Regular
R004691,Metroville,2022-08-23,Regular
R004692,Metroville,2022-04-12,Regular
R004693,Metroville,2021-06-08,Power
R004694,Capital City,2022-06-28,Regular
R004695,Metroville,2021-02-04,Occasional
R004696,Capital City,2022-01-23,Power
R004697,Metroville,2021-03-02,New
R004698,Metroville,2022-10-02,Regular
R004699,Metroville,2022-05-19,Occasional
R004700,Metroville,2022-01-03,Regular
R004701,Capital City,2022-05-18,Regular
R004702,Metroville,2022-02-21,Regular
R004703,Metroville,2021-10-28,Occasional
R004704,Metroville,2022-01-27,Occasional
R004705,Metroville,2021-12-17,Occasional
R004706,Metroville,2022-04-10,Occasional
R004707,Capital City,2021-05-12,Regular
R004708,Metroville,2022-03-06,Regular
R004709,Metroville,2021-09-14,Regular
R004710,Metroville,2022-09-03,Occasional
R004711,Capital City,2021-09-07,Occasional
R004712,Metroville,2022-11-08,Occasional
R004713,Capital City,2021-03-23,New
R004714,Metroville,2021-05-14,Power
R004715,Metroville,2021-05-17,Power
R004716,Capital City,2021-04-06,Regular
R004717,Capital City,2022-10-21,Regular
R004718,Metroville,2021-09-05,Regular
R004719,Capital City,2022-06-16,Regular
R004720,Metroville,2021-08-07,New
R004721,Metroville,2022-09-01,Regular
R004722,Metroville,2021-02-03,Regular
R004723,Metroville,2021-12-07,Regular
R004724,Capital City,2021-07-08,New
R004725,Metroville,2022-03-02,Regular
R004726,Metroville,2021-11-04,Occasional
R004727,Metroville,2022-11-07,Regular
R004728,Capital City,2022-07-31,Regular
R004729,Metroville,2022-08-14,Power
R004730,Capital City,2022-06-10,Regular
R004731,Capital City,2022-01-16,Regular
R004732,Capital City,2021-11-08,Occasional
R004733,Capital City,2021-05-28,Power
R004734,Capital City,2021-09-20,Power
R004735,Metroville,2022-08-08,Regular
R004736,Metroville,2022-02-12,Occasional
R004737,Capital City,2022-07-01,Regular
R004738,Capital City,2022-10-11,Power
R004739,Capital City,2021-08-20,Power
R004740,Metroville,2022-01-26,Regular
R004741,Metroville,2021-03-26,Regular
R004742,Capital City,2022-07-04,Power
R004743,Capital City,2022-02-15,Occasional
R004744,Metroville,2021-03-23,Regular
R004745,Metroville,2022-11-03,Regular
R004746,Metroville,2022-12-28,Regular
R004747,Metroville,2021-09-26,Regular
R004748,Capital City,2022-03-27,Occasional
R004749,Metroville,2022-06-01,Occasional
R004750,Capital City,2022-07-13,Regular
R004751,Metroville,2021-05-21,New
R004752,Metroville,2022-07-23,Power
R004753,Metroville,2021-08-18,Occasional
R004754,Metroville,2022-10-03,Occasional
R004755,Metroville,2022-08-22,Regular
R004756,Metroville,2021-04-12,Occasional
R004757,Metroville,2021-10-14,Occasional
R004758,Capital City,2021-03-24,Regular
R004759,Metroville,2021-10-19,New
R004760,Metroville,2021-11-14,Regular
R004761,Metroville,2021-10-19,Occasional
R004762,Capital City,2021-08-31,Occasional
R004763,Metroville,2021-12-05,Occasional
R004764,Capital City,2022-12-28,Regular
R004765,Capital City,2022-11-24,Power
R004766,Metroville,2021-07-04,Power
R004767,Metroville,2022-06-11,Power
R004768,Metroville,2021-12-15,Occasional
R004769,Capital City,2022-12-18,New
R004770,Metroville,2022-02-06,Occasional
R004771,Metroville,2021-07-07,Regular
R004772,Metroville,2022-06-20,Occasional
R004773,Metroville,2022-12-14,Regular
R004774,Metroville,2021-02-08,Regular
R004775,Metroville,2022-12-28,Power
R004776,Metroville,2021-03-31,Power
R004777,Capital City,2022-04-22,Occasional
R004778,Capital City,2022-05-15,Power
R004779,Metroville,2021-01-21,Occasional
R004780,Capital City,2022-01-14,Occasional
R004781,Capital City,2022-02-16,Regular
R004782,Capital City,2022-08-22,Occasional
R004783,Metroville,2022-09-18,Regular
R004784,Capital City,2021-12-05,Power
R004785,Metroville,2021-08-04,Power
R004786,Metroville,2021-05-09,Regular
R004787,Metroville,2022-02-22,Regular
R004788,Metroville,2022-07-14,Regular
R004789,Capital City,2022-10-27,New
R004790,Metroville,2022-11-16,Regular
R004791,Metroville,2022-03-02,Occasional
R004792,Metroville,2022-03-10,Regular
R004793,Capital City,2021-09-22,Power
R004794,Metroville,2021-07-18,Occasional
R004795,Metroville,2021-05-01,New
R004796,Metroville,2021-07-14,Regular
R004797,Capital City,2022-01-21,Regular
R004798,Metroville,2021-10-14,Regular
R004799,Metroville,2021-01-28,Regular
R004800,Metroville,2022-08-17,Regular
R004801,Metroville,2022-01-16,New
R004802,Metroville,2021-08-18,Regular
R004803,Capital City,2021-12-30,New
R004804,Capital City,2022-06-23,Occasional
R004805,Metroville,2022-07-17,New
R004806,Capital City,2021-11-14,Regular
R004807,Capital City,2022-12-13,Regular
R004808,Capital City,2022-05-13,Power
R004809,Capital City,2022-05-17,Power
R004810,Capital City,2022-08-20,Regular
R004811,Metroville,2022-05-30,Regular
R004812,Metroville,2022-12-10,New
R004813,Metroville,2021-05-08,Regular
R004814,Metroville,2021-08-03,Power
R004815,Metroville,2022-07-12,Regular
R004816,Metroville,2022-08-28,Occasional
R004817,Metroville,2021-12-22,Occasional
R004818,Metroville,2021-01-03,Regular
R004819,Capital City,2021-03-06,Regular
R004820,Metroville,2022-11-24,Regular
R004821,Metroville,2021-12-13,Occasional
R004822,Metroville,2021-03-17,Regular
R004823,Metroville,2022-04-15,Occasional
R004824,Capital City,2021-07-03,Occasional
R004825,Metroville,2021-04-03,Regular
R004826,Metroville,2022-11-13,Regular
R004827,Metroville,2021-05-03,Regular
R004828,Metroville,2022-11-13,Occasional
R004829,Capital City,2021-02-23,Regular
R004830,Capital City,2022-09-13,Power
R004831,Metroville,2021-03-03,Regular
R004832,Metroville,2022-12-12,Regular
R004833,Metroville,2022-11-13,New
R004834,Metroville,2021-01-25,Regular
R004835,Capital City,2022-09-05,New
R004836,Metroville,2021-11-01,Occasional
R004837,Metroville,2021-10-04,Regular
R004838,Metroville,2021-12-08,Occasional
R004839,Capital City,2022-08-28,Regular
R004840,Metroville,2021-06-20,Regular
R004841,Metroville,2022-04-18,Regular
R004842,Metroville,2021-09-03,Power
R004843,Metroville,2021-01-13,Occasional
R004844,Metroville,2022-07-29,Regular
R004845,Metroville,2022-06-05,Power
R004846,Capital City,2021-01-20,Occasional
R004847,Metroville,2021-01-29,Power
R004848,Metroville,2021-03-27,Occasional
R004849,Metroville,2022-12-23,New
R004850,Metroville,2022-02-27,Power
R004851,Capital City,2021-10-28,Regular
R004852,Capital City,2021-02-23,Power
R004853,Metroville,2022-09-20,Regular
R004854,Metroville,2021-02-22,Occasional
R004855,Metroville,2021-07-18,Occasional
R004856,Metroville,2022-03-31,Power
R004857,Metroville,2021-04-04,Regular
R004858,Metroville,2021-04-21,Occasional
R004859,Metroville,2021-01-14,Regular
R004860,Metroville,2022-08-14,New
R004861,Capital City,2021-10-30,Occasional
R004862,Capital City,2022-09-16,New
R004863,Metroville,2021-07-27,Power
R004864,Capital City,2021-04-09,Regular
R004865,Metroville,2022-09-03,Regular
R004866,Metroville,2022-03-18,New
R004867,Metroville,2022-09-07,New
R004868,Capital City,2022-09-15,Occasional
R004869,Capital City,2021-08-10,Regular
R004870,Metroville,2022-06-12,Occasional
R004871,Metroville,2021-04-18,Regular
R004872,Capital City,2022-06-11,Occasional
R004873,Metroville,2022-04-07,Occasional
R004874,Capital City,2021-07-15,Regular
R004875,Metroville,2022-06-09,Power
R004876,Metroville,2021-12-31,Regular
R004877,Metroville,2021-01-11,New
R004878,Metroville,2021-11-08,Regular
R004879,Metroville,2022-03-05,Power
R004880,Metroville,2022-07-21,Occasional
R004881,Capital City,2022-11-22,Regular
R004882,Capital City,2021-06-19,Power
R004883,Capital City,2021-08-11,Regular
R004884,Capital City,2022-06-03,New
R004885,Capital City,2021-01-27,Regular
R004886,Capital City,2021-08-27,Regular
R004887,Metroville,2022-01-28,Occasional
R004888,Capital City,2022-05-06,Occasional
R004889,Metroville,2022-12-30,Power
R004890,Metroville,2022-12-19,Occasional
R004891,Metroville,2021-02-13,Regular
R004892,Capital City,2022-10-02,Power
R004893,Metroville,2022-09-10,New
R004894,Metroville,2021-05-24,Regular
R004895,Metroville,2021-02-15,Regular
R004896,Metroville,2021-08-14,Occasional
R004897,Metroville,2022-08-02,Regular
R004898,Metroville,2022-10-01,Occasional
R004899,Capital City,2021-07-27,Occasional
R004900,Metroville,2022-10-17,Power
R004901,Capital City,2022-09-20,Regular
R004902,Metroville,2022-04-14,Occasional
R004903,Metroville,2021-03-13,New
R004904,Capital City,2022-05-10,Occasional
R004905,Capital City,2021-09-21,Occasional
R004906,Metroville,2022-03-04,Power
R004907,Metroville,2022-04-06,New
R004908,Capital City,2021-09-13,Occasional
R004909,Metroville,2022-11-11,Occasional
R004910,Metroville,2022-09-21,Regular
R004911,Capital City,2022-07-07,New
R004912,Capital City,2022-11-22,Regular
R004913,Metroville,2022-03-10,New
R004914,Metroville,2021-12-29,Occasional
R004915,Capital City,2021-02-07,Occasional
R004916,Metroville,2022-02-15,Power
R004917,Metroville,2021-10-22,Power
R004918,Metroville,2022-09-05,Regular
R004919,Capital City,2022-09-26,Regular
R004920,Capital City,2022-11-16,Power
R004921,Capital City,2022-12-23,Power
R004922,Metroville,2022-08-13,New
R004923,Metroville,2021-02-21,Occasional
R004924,Capital City,2021-03-10,Regular
R004925,Metroville,2022-07-11,Occasional
R004926,Capital City,2022-01-30,Power
R004927,Metroville,2021-12-31,Occasional
R004928,Capital City,2021-10-10,Occasional
R004929,Metroville,2021-04-05,Occasional
R004930,Metroville,2022-04-02,Regular
R004931,Capital City,2022-09-28,Occasional
R004932,Capital City,2021-12-16,Power
R004933,Capital City,2022-01-16,Regular
R004934,Metroville,2022-06-28,Regular
R004935,Capital City,2022-09-07,Regular
R004936,Metroville,2021-11-17,Occasional
R004937,Metroville,2021-11-18,Regular
R004938,Metroville,2021-09-21,Regular
R004939,Metroville,2022-03-29,Regular
R004940,Capital City,2021-12-03,Occasional
R004941,Metroville,2021-01-25,Occasional
R004942,Metroville,2021-08-30,Power
R004943,Metroville,2021-10-27,Occasional
R004944,Capital City,2021-03-08,Power
R004945,Metroville,2022-07-15,Regular
R004946,Capital City,2022-09-08,Regular
R004947,Capital City,2022-08-19,New
R004948,Capital City,2021-01-19,Regular
R004949,Capital City,2022-11-02,Occasional
R004950,Capital City,2022-07-22,Regular
R004951,Metroville,2022-09-17,Regular
R004952,Metroville,2021-11-01,Occasional
R004953,Capital City,2021-05-07,Regular
R004954,Capital City,2021-08-25,Regular
R004955,Metroville,2021-05-29,Regular
R004956,Metroville,2021-02-06,Power
R004957,Metroville,2021-10-10,Occasional
R004958,Metroville,2022-06-30,Power
R004959,Metroville,2021-04-16,Regular
R004960,Metroville,2021-12-09,Occasional
R004961,Metroville,2021-12-30,Power
R004962,Capital City,2021-04-15,Occasional
R004963,Metroville,2022-12-03,Regular
R004964,Metroville,2021-01-31,Power
R004965,Capital City,2022-08-21,Power
R004966,Capital City,2021-08-25,Regular
R004967,Metroville,2021-08-20,Regular
R004968,Metroville,2022-09-08,Regular
R004969,Metroville,2021-11-06,Occasional
R004970,Capital City,2021-10-07,New
R004971,Capital City,2022-11-15,Regular
R004972,Metroville,2022-10-29,Occasional
R004973,Metroville,2022-04-09,Regular
R004974,Metroville,2021-03-02,Regular
R004975,Metroville,2022-02-14,Occasional
R004976,Metroville,2022-12-20,Occasional
R004977,Metroville,2021-01-10,Regular
R004978,Metroville,2021-02-06,Regular
R004979,Capital City,2021-07-13,New
R004980,Capital City,2021-05-21,Regular
R004981,Metroville,2021-06-02,Occasional
R004982,Metroville,2022-05-17,Occasional
R004983,Metroville,2021-02-15,Occasional
R004984,Capital City,2022-01-20,Regular
R004985,Capital City,2021-07-19,Regular
R004986,Metroville,2021-07-15,Power
R004987,Capital City,2021-01-27,Regular
R004988,Metroville,2021-01-14,Regular
R004989,Metroville,2021-04-08,Power
R004990,Capital City,2022-09-26,Occasional
R004991,Metroville,2021-10-15,Occasional
R004992,Metroville,2021-02-23,Power
R004993,Capital City,2022-04-22,Occasional
R004994,Metroville,2021-08-26,Regular
R004995,Metroville,2022-01-12,Power
R004996,Metroville,2021-02-21,Regular
R004997,Metroville,2021-02-08,Power
R004998,Metroville,2021-03-16,Power
R004999,Capital City,2021-12-03,Power
R005000,Metroville,2022-08-02,Regular
R005001,Metroville,2021-06-09,Regular
R005002,Metroville,2021-04-14,Occasional
R005003,Metroville,2022-11-07,Power
R005004,Metroville,2022-12-21,Occasional
R005005,Capital City,2021-03-14,New
R005006,Capital City,2022-07-25,New
R005007,Capital City,2021-08-02,Regular
R005008,Metroville,2021-09-08,Regular
R005009,Metroville,2021-08-12,Regular
R005010,Metroville,2022-07-16,Regular
R005011,Metroville,2022-10-17,Regular
R005012,Capital City,2021-08-16,Regular
R005013,Capital City,2022-02-07,Regular
R005014,Capital City,2022-04-30,Power
R005015,Capital City,2022-01-28,Occasional
R005016,Metroville,2022-03-23,Power
R005017,Capital City,2022-11-11,Power
R005018,Capital City,2021-07-31,Regular
R005019,Capital City,2022-05-18,Regular
R005020,Metroville,2021-06-17,Regular
R005021,Capital City,2021-03-14,Regular
R005022,Metroville,2021-12-10,Occasional
R005023,Capital City,2021-11-15,Occasional
R005024,Metroville,2022-05-06,Regular
R005025,Capital City,2022-10-13,Power
R005026,Capital City,2021-09-18,Occasional
R005027,Capital City,2021-10-04,Occasional
R005028,Metroville,2021-05-25,Occasional
R005029,Metroville,2021-09-30,New
R005030,Metroville,2022-10-03,Regular
R005031,Metroville,2021-08-09,Regular
R005032,Metroville,2021-10-01,Regular
R005033,Metroville,2022-02-12,Occasional
R005034,Capital City,2022-09-02,New
R005035,Metroville,2021-08-10,Power
R005036,Capital City,2021-03-03,Power
R005037,Capital City,2022-12-14,Regular
R005038,Capital City,2022-09-18,Regular
R005039,Metroville,2021-11-14,Occasional
R005040,Metroville,2021-11-05,Power
R005041,Metroville,2022-11-26,Occasional
R005042,Capital City,2021-06-10,Occasional
R005043,Metroville,2021-06-18,Occasional
R005044,Capital City,2023-01-01,Occasional
R005045,Capital City,2022-09-30,Regular
R005046,Metroville,2021-04-23,Regular
R005047,Metroville,2021-04-08,Power
R005048,Capital City,2021-03-20,Regular
R005049,Metroville,2022-02-24,New
R005050,Metroville,2021-07-30,Regular
R005051,Capital City,2021-06-05,Occasional
R005052,Capital City,2022-06-04,Regular
R005053,Capital City,2021-03-02,Regular
R005054,Metroville,2021-02-13,Occasional
R005055,Metroville,2021-09-21,Regular
R005056,Metroville,2022-01-17,Regular
R005057,Capital City,2021-12-25,Occasional
R005058,Metroville,2022-11-07,Regular
R005059,Metroville,2022-05-18,Occasional
R005060,Metroville,2021-09-23,New
R005061,Metroville,2022-01-27,Regular
R005062,Capital City,2021-06-07,New
R005063,Metroville,2021-04-07,Power
R005064,Metroville,2021-04-27,Power
R005065,Capital City,2021-09-04,Occasional
R005066,Capital City,2021-02-28,Regular
R005067,Capital City,2021-12-25,Occasional
R005068,Metroville,2021-09-25,Regular
R005069,Metroville,2022-09-07,Occasional
R005070,Metroville,2022-09-24,Occasional
R005071,Metroville,2021-02-26,Occasional
R005072,Capital City,2022-05-19,Regular
R005073,Capital City,2022-12-30,New
R005074,Capital City,2022-01-17,Occasional
R005075,Capital City,2022-01-03,Regular
R005076,Capital City,2021-03-24,Regular
R005077,Metroville,2022-03-09,Regular
R005078,Capital City,2021-06-20,Occasional
R005079,Metroville,2021-07-16,Regular
R005080,Capital City,2021-12-15,Power
R005081,Metroville,2021-01-13,Occasional
R005082,Metroville,2022-09-15,Regular
R005083,Capital City,2022-11-16,Regular
R005084,Metroville,2022-07-17,Regular
R005085,Metroville,2021-08-15,Occasional
R005086,Metroville,2022-08-11,Regular
R005087,Metroville,2021-11-08,Regular
R005088,Metroville,2022-09-14,Regular
R005089,Capital City,2022-04-16,Occasional
R005090,Capital City,2021-04-16,New
R005091,Capital City,2022-06-15,Occasional
R005092,Metroville,2022-06-23,Regular
R005093,Capital City,2022-08-31,Occasional
R005094,Capital City,2021-11-25,Power
R005095,Metroville,2022-05-26,Regular
R005096,Capital City,2021-09-20,Regular
R005097,Metroville,2022-06-20,Power
R005098,Metroville,2022-01-20,Power
R005099,Capital City,2022-09-13,New
R005100,Metroville,2021-11-03,Regular
R005101,Metroville,2022-11-15,Regular
R005102,Metroville,2021-03-24,Regular
R005103,Metroville,2021-02-12,Regular
R005104,Capital City,2021-05-09,Regular
R005105,Metroville,2022-08-28,Occasional
R005106,Capital City,2021-09-27,Regular
R005107,Metroville,2021-09-20,Occasional
R005108,Capital City,2021-02-26,New
R005109,Capital City,2021-05-08,Regular
R005110,Metroville,2021-08-03,Regular
R005111,Capital City,2022-08-17,New
R005112,Capital City,2021-08-09,Regular
R005113,Metroville,2022-12-28,Occasional
R005114,Capital City,2021-07-07,New
R005115,Metroville,2022-11-13,Regular
R005116,Metroville,2021-06-14,Regular
R005117,Capital City,2021-10-15,Occasional
R005118,Capital City,2021-05-12,Occasional
R005119,Capital City,2021-08-25,Regular
R005120,Capital City,2021-07-30,Regular
R005121,Metroville,2022-07-04,Regular
R005122,Metroville,2021-01-23,Regular
R005123,Metroville,2021-05-19,Power
R005124,Metroville,2022-07-08,New
R005125,Capital City,2022-08-23,Regular
R005126,Capital City,2022-09-17,Regular
R005127,Metroville,2021-12-01,Occasional
R005128,Capital City,2021-02-27,Regular
R005129,Metroville,2021-04-27,Occasional
R005130,Capital City,2021-04-21,Regular
R005131,Capital City,2022-02-06,Occasional
R005132,Capital City,2021-08-03,Power
R005133,Capital City,2021-12-04,Regular
R005134,Metroville,2021-10-30,Regular
R005135,Metroville,2021-04-18,Occasional
R005136,Metroville,2021-01-22,Occasional
R005137,Capital City,2022-04-22,Regular
R005138,Capital City,2022-03-27,Occasional
R005139,Capital City,2021-11-20,Power
R005140,Metroville,2022-01-15,Occasional
R005141,Metroville,2022-03-06,Regular
R005142,Capital City,2021-09-25,Power
R005143,Metroville,2022-08-18,Regular
R005144,Metroville,2022-08-13,Regular
R005145,Capital City,2021-11-05,Regular
R005146,Metroville,2021-04-25,Regular
R005147,Metroville,2021-01-15,Occasional
R005148,Metroville,2021-07-26,Power
R005149,Capital City,2022-03-01,Regular
R005150,Metroville,2021-01-13,Power
R005151,Capital City,2021-06-20,Power
R005152,Metroville,2022-02-14,Power
R005153,Metroville,2021-01-03,New
R005154,Capital City,2021-06-14,Regular
R005155,Capital City,2021-03-25,Regular
R005156,Capital City,2022-05-24,Regular
R005157,Capital City,2022-06-10,Regular
R005158,Capital City,2022-06-01,Occasional
R005159,Metroville,2021-04-02,Regular
R005160,Capital City,2022-03-10,Regular
R005161,Metroville,2021-01-28,Regular
R005162,Capital City,2022-01-13,Regular
R005163,Metroville,2021-02-12,Regular
R005164,Metroville,2022-08-19,Regular
R005165,Metroville,2021-01-04,Power
R005166,Capital City,2021-03-07,Occasional
R005167,Metroville,2022-07-03,Occasional
R005168,Metroville,2021-08-04,New
R005169,Metroville,2021-06-25,Occasional
R005170,Metroville,2021-01-21,Power
R005171,Metroville,2021-03-20,Occasional
R005172,Metroville,2022-02-05,New
R005173,Capital City,2021-01-04,Occasional
R005174,Metroville,2022-09-05,Power
R005175,Metroville,2022-01-06,Occasional
R005176,Metroville,2021-06-05,Occasional
R005177,Metroville,2021-08-28,Power
R005178,Metroville,2021-05-15,Regular
R005179,Capital City,2021-05-27,Regular
R005180,Metroville,2021-02-17,Occasional
R005181,Capital City,2021-01-04,Power
R005182,Capital City,2021-10-31,Power
R005183,Metroville,2021-02-10,Regular
R005184,Capital City,2021-07-04,Regular
