driver_id,city,join_date,experience_months,vehicle_type
D00639,Metroville,2021-07-16,17,XL
D00640,Capital City,2020-08-21,28,Electric
D00641,Metroville,2021-12-30,12,XL
D00642,Metroville,2022-02-01,11,Premium
D00643,Capital City,2020-10-08,27,Premium
D00644,Metroville,2020-02-07,35,XL
D00645,Metroville,2022-05-29,7,Standard
D00646,Metroville,2020-05-24,31,XL
D00647,Capital City,2022-07-16,5,Premium
D00648,Metroville,2021-01-22,23,Standard
D00649,Metroville,2022-06-08,6,Standard
D00650,Metroville,2020-09-25,27,Standard
D00651,Metroville,2022-12-07,0,XL
D00652,Capital City,2022-02-06,10,XL
D00653,Metroville,2021-03-19,21,Standard
D00654,Metroville,2022-04-13,8,Standard
D00655,Capital City,2020-02-28,34,Standard
D00656,Capital City,2020-11-06,26,Electric
D00657,Metroville,2020-06-14,31,Standard
D00658,Capital City,2022-12-09,0,Premium
D00659,Capital City,2020-04-11,33,Premium
D00660,Metroville,2020-10-01,27,Standard
D00661,Metroville,2020-08-19,28,Standard
D00662,Metroville,2022-09-12,3,Standard
D00663,Capital City,2021-04-21,20,Standard
D00664,Metroville,2020-08-14,29,Standard
D00665,Metroville,2021-07-21,17,Standard
D00666,Capital City,2022-05-09,7,XL
D00667,Metroville,2020-06-23,30,Standard
D00668,Capital City,2020-03-09,34,Standard
D00669,Metroville,2020-11-29,25,Standard
D00670,Capital City,2020-05-07,32,Standard
D00671,Capital City,2021-02-14,22,Standard
D00672,Metroville,2020-01-02,36,Premium
D00673,Metroville,2020-12-15,24,Standard
D00674,Metroville,2022-05-18,7,Standard
D00675,Metroville,2021-12-31,12,Premium
D00676,Capital City,2020-08-16,28,Electric
D00677,Capital City,2020-01-09,36,Premium
D00678,Capital City,2020-11-07,26,XL
D00679,Metroville,2022-07-22,5,Standard
D00680,Capital City,2022-02-28,10,Standard
D00681,Capital City,2022-12-18,0,Standard
D00682,Metroville,2021-02-10,23,XL
D00683,Metroville,2021-07-22,17,Electric
D00684,Capital City,2021-11-23,13,Premium
D00685,Metroville,2020-02-12,35,Standard
D00686,Metroville,2020-06-14,31,XL
D00687,Metroville,2020-07-25,29,Standard
D00688,Metroville,2022-09-24,3,Standard
D00689,Capital City,2020-05-25,31,Standard
D00690,Metroville,2021-06-04,19,Premium
D00691,Capital City,2022-10-12,2,XL
D00692,Capital City,2022-04-28,8,Standard
D00693,Metroville,2020-04-04,33,Electric
D00694,Capital City,2020-06-03,31,Premium
D00695,Capital City,2020-12-11,25,Electric
D00696,Metroville,2022-09-21,3,Standard
D00697,Capital City,2020-12-06,25,Electric
D00698,Capital City,2021-08-03,17,XL
D00699,Metroville,2020-08-13,29,Standard
D00700,Metroville,2021-02-09,23,Electric
D00701,Metroville,2021-05-05,20,Standard
D00702,Capital City,2022-11-14,1,Standard
D00703,Capital City,2021-07-03,18,Standard
D00704,Metroville,2021-12-31,12,Premium
D00705,Capital City,2021-05-11,20,Standard
D00706,Capital City,2021-01-01,24,Standard
D00707,Metroville,2020-08-30,28,Standard
D00708,Capital City,2022-11-27,1,Standard
D00709,Metroville,2020-07-01,30,XL
D00710,Metroville,2021-03-08,22,Standard
D00711,Metroville,2021-05-02,20,Premium
D00712,Metroville,2022-10-21,2,XL
D00713,Metroville,2022-05-18,7,Standard
D00714,Capital City,2020-12-31,24,Standard
D00715,Capital City,2022-10-19,2,Standard
D00716,Metroville,2020-01-09,36,Standard
D00717,Metroville,2020-10-12,27,Standard
D00718,Metroville,2021-08-10,16,Standard
D00719,Metroville,2022-01-08,11,Standard
D00720,Metroville,2022-07-13,5,Standard
D00721,Metroville,2020-01-02,36,Standard
D00722,Capital City,2022-06-22,6,Premium
D00723,Metroville,2022-04-18,8,Standard
D00724,Metroville,2022-03-11,9,XL
D00725,Metroville,2020-03-27,33,Standard
D00726,Metroville,2020-08-02,29,Electric
D00727,Capital City,2021-06-18,18,Standard
D00728,Metroville,2021-01-24,23,XL
D00729,Metroville,2020-06-07,31,Standard
D00730,Capital City,2021-08-20,16,Standard
D00731,Metroville,2020-01-25,35,Standard
D00732,Capital City,2020-06-07,31,Standard
D00733,Capital City,2022-10-10,2,Standard
D00734,Capital City,2022-07-29,5,Electric
D00735,Metroville,2021-03-04,22,Standard
D00736,Capital City,2020-11-29,25,Premium
D00737,Metroville,2022-10-15,2,XL
D00738,Metroville,2022-03-07,10,Standard
D00739,Capital City,2022-06-08,6,Standard
D00740,Metroville,2020-11-10,26,Electric
D00741,Capital City,2020-02-17,34,Electric
D00742,Capital City,2022-07-24,5,Premium
D00743,Metroville,2021-02-09,23,Standard
D00744,Metroville,2021-04-23,20,Standard
D00745,Capital City,2020-08-19,28,Standard
D00746,Metroville,2020-10-03,27,Premium
D00747,Metroville,2022-11-17,1,Standard
D00748,Metroville,2021-12-21,12,XL
D00749,Metroville,2021-07-24,17,Standard
D00750,Metroville,2022-07-23,5,Standard
D00751,Metroville,2020-07-28,29,Electric
D00752,Metroville,2022-05-08,7,Standard
D00753,Capital City,2021-12-05,13,XL
D00754,Metroville,2021-07-16,17,Standard
D00755,Capital City,2021-04-21,20,Standard
D00756,Metroville,2020-02-14,35,Standard
D00757,Metroville,2021-08-20,16,Premium
D00758,Metroville,2022-09-23,3,Standard
D00759,Capital City,2020-11-26,25,Standard
D00760,Metroville,2020-05-08,32,Standard
D00761,Capital City,2021-10-18,14,Standard
D00762,Capital City,2020-07-21,29,Standard
D00763,Capital City,2021-06-18,18,XL
D00764,Capital City,2021-12-17,12,Standard
D00765,Metroville,2021-06-14,18,Standard
D00766,Metroville,2020-03-10,34,Standard
D00767,Metroville,2022-09-30,3,Electric
D00768,Capital City,2020-10-07,27,Standard
D00769,Metroville,2021-12-26,12,XL
D00770,Metroville,2021-05-28,19,Standard
D00771,Metroville,2021-06-22,18,Standard
D00772,Capital City,2022-12-22,0,Electric
D00773,Metroville,2020-09-20,27,Standard
D00774,Metroville,2021-11-03,14,XL
D00775,Capital City,2022-11-24,1,Standard
D00776,Capital City,2020-09-05,28,Standard
D00777,Metroville,2022-04-11,8,Premium
D00778,Metroville,2021-06-18,18,Standard
D00779,Capital City,2021-07-04,18,Standard
D00780,Metroville,2020-05-29,31,Standard
D00781,Metroville,2021-03-21,21,Standard
D00782,Metroville,2022-06-17,6,XL
D00783,Capital City,2021-10-05,15,Standard
D00784,Metroville,2021-09-28,15,Premium
D00785,Capital City,2022-11-25,1,Standard
D00786,Capital City,2021-03-08,22,Standard
D00787,Capital City,2021-10-06,15,Standard
D00788,Capital City,2022-08-24,4,Standard
D00789,Capital City,2021-05-22,19,Standard
D00790,Metroville,2020-06-02,31,XL
D00791,Capital City,2020-08-23,28,Premium
D00792,Metroville,2021-02-27,22,XL
D00793,Capital City,2020-10-27,26,Standard
D00794,Metroville,2020-05-02,32,XL
D00795,Capital City,2022-12-07,0,XL
D00796,Capital City,2021-01-29,23,XL
D00797,Capital City,2021-02-03,23,Electric
D00798,Capital City,2021-03-18,21,XL
D00799,Metroville,2021-01-22,23,Standard
D00800,Metroville,2020-07-05,30,Premium
D00801,Metroville,2022-02-25,10,Standard
D00802,Metroville,2020-05-30,31,XL
D00803,Capital City,2020-03-16,34,Electric
D00804,Metroville,2021-10-27,14,Standard
D00805,Metroville,2020-01-07,36,Standard
D00806,Capital City,2022-01-18,11,Standard
D00807,Metroville,2020-10-25,26,Standard
D00808,Metroville,2021-07-27,17,Standard
D00809,Metroville,2020-09-28,27,Standard
D00810,Metroville,2022-10-27,2,Standard
D00811,Capital City,2022-07-25,5,Electric
D00812,Metroville,2020-04-10,33,Premium
D00813,Capital City,2021-01-24,23,Standard
D00814,Metroville,2022-07-15,5,Standard
D00815,Metroville,2021-11-02,14,Premium
D00816,Metroville,2020-01-13,36,XL
D00817,Metroville,2020-12-06,25,Electric
D00818,Capital City,2021-04-19,20,Electric
D00819,Capital City,2021-05-14,19,Standard
D00820,Capital City,2021-03-27,21,Standard
D00821,Capital City,2020-06-21,30,Standard
D00822,Metroville,2020-05-19,31,Electric
D00823,Metroville,2022-11-02,2,Standard
D00824,Metroville,2022-02-16,10,Premium
D00825,Capital City,2022-01-25,11,Premium
D00826,Capital City,2021-01-11,24,Standard
D00827,Metroville,2020-08-01,29,Premium
D00828,Capital City,2020-09-03,28,Standard
D00829,Metroville,2022-11-15,1,Standard
D00830,Metroville,2021-05-30,19,Standard
D00831,Metroville,2020-04-01,33,Standard
D00832,Metroville,2021-09-08,16,XL
D00833,Capital City,2020-11-24,25,Standard
D00834,Metroville,2022-04-07,8,Electric
D00835,Metroville,2020-11-17,25,Electric
D00836,Metroville,2022-04-24,8,XL
D00837,Metroville,2022-06-17,6,Standard
D00838,Capital City,2020-10-13,27,Electric
D00839,Metroville,2021-10-11,14,Electric
D00840,Metroville,2021-10-26,14,Premium
D00841,Metroville,2022-05-20,7,Standard
D00842,Capital City,2021-05-19,19,Standard
D00843,Metroville,2022-01-01,12,Standard
D00844,Metroville,2022-02-10,10,Premium
D00845,Metroville,2020-10-02,27,XL
D00846,Metroville,2020-09-17,27,Standard
D00847,Metroville,2021-01-11,24,Premium
D00848,Metroville,2021-10-13,14,Standard
D00849,Metroville,2020-08-28,28,XL
D00850,Metroville,2021-06-09,19,XL
D00851,Metroville,2021-03-18,21,Standard
D00852,Metroville,2020-12-19,24,Standard
D00853,Metroville,2022-05-30,7,Electric
D00854,Metroville,2021-03-22,21,Standard
D00855,Metroville,2020-03-09,34,Standard
D00856,Metroville,2020-01-07,36,XL
D00857,Metroville,2020-10-20,26,XL
D00858,Metroville,2021-09-27,15,Standard
D00859,Metroville,2020-09-26,27,Standard
D00860,Metroville,2020-03-24,33,Standard
D00861,Metroville,2020-05-26,31,XL
D00862,Metroville,2021-05-25,19,Premium
D00863,Metroville,2020-06-25,30,XL
D00864,Metroville,2022-02-14,10,Standard
D00865,Capital City,2022-01-03,12,Standard
D00866,Metroville,2020-10-04,27,Standard
D00867,Metroville,2021-05-21,19,Electric
D00868,Capital City,2022-12-26,0,XL
D00869,Capital City,2020-01-07,36,Standard
D00870,Metroville,2021-02-16,22,XL
D00871,Metroville,2020-05-26,31,Standard
D00872,Metroville,2022-01-14,11,Electric
D00873,Metroville,2022-06-14,6,XL
D00874,Metroville,2020-11-07,26,Standard
D00875,Capital City,2020-08-28,28,Electric
D00876,Metroville,2020-08-28,28,Standard
D00877,Metroville,2020-09-13,28,XL
D00878,Metroville,2021-12-11,12,Standard
D00879,Capital City,2022-11-03,1,Standard
D00880,Metroville,2021-09-29,15,XL
D00881,Capital City,2022-03-24,9,Electric
D00882,Metroville,2020-03-07,34,Electric
D00883,Capital City,2022-07-21,5,Standard
D00884,Capital City,2020-09-16,27,Standard
D00885,Capital City,2022-11-16,1,Premium
D00886,Capital City,2021-03-07,22,Standard
D00887,Capital City,2021-08-08,17,Standard
D00888,Capital City,2022-01-26,11,Premium
D00889,Metroville,2020-05-10,32,Standard
D00890,Capital City,2022-06-29,6,Standard
D00891,Capital City,2020-12-04,25,Standard
D00892,Capital City,2022-11-16,1,Standard
D00893,Metroville,2020-10-26,26,Electric
D00894,Capital City,2020-02-19,34,Standard
D00895,Capital City,2021-12-02,13,Standard
D00896,Capital City,2022-02-05,11,Standard
D00897,Metroville,2020-06-08,31,Standard
D00898,Metroville,2020-12-07,25,XL
D00899,Capital City,2021-08-29,16,Standard
D00900,Metroville,2022-01-08,11,XL
D00901,Metroville,2020-05-09,32,Standard
D00902,Metroville,2021-11-18,13,Standard
D00903,Metroville,2021-03-12,22,Premium
D00904,Metroville,2022-04-05,9,XL
D00905,Metroville,2021-05-11,20,Standard
D00906,Metroville,2022-08-22,4,XL
D00907,Metroville,2022-10-30,2,Standard
D00908,Capital City,2021-11-04,14,Standard
D00909,Capital City,2020-06-01,31,Electric
D00910,Metroville,2020-06-05,31,Standard
D00911,Metroville,2021-08-18,16,XL
D00912,Metroville,2020-07-07,30,Premium
D00913,Capital City,2021-08-24,16,Standard
D00914,Capital City,2022-01-04,12,Standard
D00915,Metroville,2020-06-01,31,Premium
D00916,Metroville,2020-03-13,34,Standard
D00917,Capital City,2022-05-19,7,Premium
D00918,Metroville,2021-02-22,22,XL
D00919,Metroville,2022-02-09,10,XL
D00920,Capital City,2021-08-18,16,Standard
D00921,Metroville,2020-05-30,31,Premium
D00922,Capital City,2022-08-11,4,Standard
D00923,Metroville,2022-12-18,0,Standard
D00924,Metroville,2022-10-27,2,Premium
D00925,Metroville,2020-09-21,27,Premium
D00926,Capital City,2020-02-02,35,Electric
D00927,Metroville,2020-05-14,32,Premium
D00928,Capital City,2020-11-03,26,Standard
D00929,Metroville,2022-08-10,4,Electric
D00930,Metroville,2020-08-30,28,Electric
D00931,Metroville,2021-07-18,17,Standard
D00932,Metroville,2022-04-29,8,Standard
D00933,Metroville,2020-01-04,36,Standard
D00934,Metroville,2022-11-14,1,Standard
D00935,Metroville,2020-07-17,29,XL
D00936,Metroville,2020-04-22,32,XL
D00937,Capital City,2022-09-01,4,Standard
D00938,Metroville,2021-05-12,19,Electric
D00939,Capital City,2020-10-08,27,Standard
D00940,Capital City,2022-10-12,2,Standard
D00941,Metroville,2020-12-18,24,Standard
D00942,Metroville,2020-10-05,27,Electric
D00943,Capital City,2020-02-19,34,Premium
D00944,Metroville,2020-07-14,30,Standard
D00945,Metroville,2020-08-07,29,Standard
D00946,Metroville,2022-04-22,8,Standard
D00947,Metroville,2022-06-03,7,Electric
D00948,Capital City,2022-03-09,9,Standard
D00949,Capital City,2021-07-13,17,Standard
D00950,Metroville,2022-05-18,7,Electric
D00951,Capital City,2022-01-20,11,Standard
D00952,Metroville,2020-12-12,25,Electric
D00953,Metroville,2020-09-08,28,Standard
D00954,Capital City,2021-02-05,23,Standard
D00955,Metroville,2022-03-17,9,Standard
D00956,Capital City,2021-08-22,16,XL
D00957,Metroville,2020-04-18,32,Standard
D00958,Metroville,2021-10-28,14,Standard
D00959,Metroville,2021-07-09,18,Standard
D00960,Metroville,2022-06-17,6,Electric
D00961,Metroville,2021-02-25,22,Standard
D00962,Metroville,2022-08-03,5,Premium
D00963,Metroville,2020-06-07,31,Standard
D00964,Capital City,2020-03-31,33,Electric
D00965,Capital City,2021-08-18,16,Standard
D00966,Metroville,2021-07-18,17,Premium
D00967,Metroville,2021-01-30,23,Standard
D00968,Capital City,2021-05-07,20,XL
D00969,Capital City,2020-07-05,30,XL
D00970,Capital City,2021-02-23,22,Premium
D00971,Metroville,2020-06-23,30,Electric
D00972,Metroville,2021-07-22,17,Standard
D00973,Metroville,2021-06-17,18,Standard
D00974,Metroville,2022-10-20,2,Standard
D00975,Metroville,2022-03-21,9,Standard
D00976,Metroville,2022-03-04,10,Standard
D00977,Metroville,2020-01-29,35,XL
D00978,Metroville,2021-05-21,19,Standard
D00979,Metroville,2022-11-09,1,XL
D00980,Capital City,2021-10-06,15,Standard
D00981,Capital City,2020-12-03,25,XL
D00982,Capital City,2020-12-20,24,Standard
D00983,Capital City,2021-05-15,19,Standard
D00984,Capital City,2021-04-13,20,XL
D00985,Capital City,2022-02-11,10,Standard
D00986,Capital City,2021-04-17,20,Standard
D00987,Metroville,2020-05-03,32,Standard
D00988,Capital City,2020-07-15,30,Standard
D00989,Metroville,2021-05-08,20,Standard
D00990,Capital City,2022-02-19,10,XL
D00991,Capital City,2022-04-13,8,Standard
D00992,Capital City,2022-03-07,10,Premium
D00993,Capital City,2021-05-13,19,Premium
D00994,Capital City,2020-11-06,26,XL
D00995,Metroville,2021-07-24,17,Standard
D00996,Capital City,2021-09-22,15,Standard
D00997,Capital City,2022-11-05,1,Standard
D00998,Metroville,2021-10-25,14,Standard
D00999,Capital City,2021-04-21,20,XL
D01000,Metroville,2022-03-04,10,Standard
D01001,Metroville,2022-12-08,0,Standard
D01002,Metroville,2021-07-19,17,XL
D01003,Capital City,2020-12-17,24,Standard
D01004,Metroville,2020-02-25,34,Premium
D01005,Capital City,2020-02-08,35,Electric
D01006,Metroville,2020-09-22,27,Standard
D01007,Metroville,2020-04-30,32,Premium
D01008,Capital City,2022-01-18,11,Standard
D01009,Capital City,2021-01-27,23,Standard
D01010,Capital City,2022-02-16,10,Standard
D01011,Metroville,2020-03-11,34,Standard
D01012,Metroville,2021-03-29,21,XL
D01013,Metroville,2020-01-26,35,Premium
D01014,Metroville,2020-11-26,25,Standard
D01015,Capital City,2020-11-18,25,Electric
D01016,Metroville,2020-04-13,33,Electric
D01017,Capital City,2022-01-20,11,Standard
D01018,Capital City,2020-01-22,35,Standard
D01019,Metroville,2020-04-19,32,Premium
D01020,Metroville,2022-01-07,11,Standard
D01021,Metroville,2020-04-15,33,XL
D01022,Capital City,2020-11-15,25,Standard
D01023,Capital City,2022-12-03,0,Standard
D01024,Capital City,2022-08-22,4,Electric
D01025,Capital City,2021-01-30,23,Standard
D01026,Capital City,2021-09-28,15,Standard
D01027,Capital City,2021-04-08,21,Standard
D01028,Metroville,2021-11-05,14,Standard
D01029,Metroville,2021-09-29,15,Standard
D01030,Capital City,2022-02-28,10,Standard
D01031,Metroville,2021-06-11,18,Standard
D01032,Capital City,2022-05-02,8,Standard
D01033,Metroville,2021-11-24,13,Standard
D01034,Capital City,2021-01-01,24,Standard
D01035,Metroville,2020-03-16,34,Premium
D01036,Metroville,2020-06-05,31,Standard
D01037,Metroville,2022-12-08,0,Electric
D01038,Metroville,2020-01-24,35,Standard
D01039,Metroville,2021-09-21,15,XL
D01040,Metroville,2021-11-13,13,Standard
D01041,Capital City,2020-12-18,24,Electric
D01042,Capital City,2022-10-26,2,Standard
D01043,Metroville,2020-10-07,27,Standard
D01044,Capital City,2022-06-13,6,Premium
D01045,Capital City,2021-02-26,22,Standard
D01046,Capital City,2020-02-27,34,Electric
D01047,Capital City,2022-08-17,4,Premium
D01048,Capital City,2021-06-25,18,Standard
D01049,Metroville,2020-01-02,36,Standard
D01050,Metroville,2022-07-23,5,Standard
D01051,Metroville,2022-09-09,3,Premium
D01052,Metroville,2020-07-01,30,Standard
D01053,Metroville,2020-01-27,35,Standard
D01054,Metroville,2021-08-12,16,Electric
D01055,Metroville,2021-08-18,16,Standard
D01056,Metroville,2021-07-26,17,Premium
D01057,Capital City,2021-12-23,12,Standard
D01058,Capital City,2021-08-18,16,XL
D01059,Metroville,2021-09-21,15,Standard
D01060,Metroville,2020-06-11,31,Standard
D01061,Capital City,2022-01-03,12,Standard
D01062,Metroville,2022-10-11,2,Standard
D01063,Metroville,2021-07-06,18,XL
D01064,Metroville,2021-06-12,18,Standard
D01065,Capital City,2022-06-28,6,Standard
D01066,Metroville,2021-12-08,12,Standard
D01067,Metroville,2022-08-24,4,Standard
D01068,Metroville,2022-04-05,9,Standard
D01069,Metroville,2020-01-27,35,Standard
D01070,Capital City,2021-04-21,20,Standard
D01071,Capital City,2022-08-30,4,XL
D01072,Metroville,2021-11-02,14,Premium
D01073,Capital City,2021-09-22,15,Standard
D01074,Capital City,2021-08-20,16,Standard
D01075,Metroville,2020-04-29,32,XL
D01076,Metroville,2020-05-26,31,Premium
D01077,Capital City,2022-06-14,6,Electric
D01078,Metroville,2022-09-19,3,Electric
D01079,Metroville,2021-03-19,21,Standard
D01080,Metroville,2022-08-05,4,Premium
D01081,Metroville,2021-11-25,13,Standard
D01082,Metroville,2020-04-27,32,Standard
D01083,Capital City,2022-05-08,7,Standard
D01084,Metroville,2020-07-10,30,XL
D01085,Metroville,2022-07-15,5,XL
D01086,Metroville,2020-05-02,32,Standard
D01087,Metroville,2021-11-23,13,Standard
D01088,Capital City,2022-06-11,6,Standard
D01089,Capital City,2021-10-18,14,Standard
D01090,Metroville,2020-04-09,33,Premium
D01091,Capital City,2021-04-27,20,XL
D01092,Capital City,2022-12-13,0,Standard
D01093,Capital City,2020-08-04,29,Standard
D01094,Metroville,2022-05-18,7,Electric
D01095,Metroville,2020-07-09,30,Premium
D01096,Metroville,2021-11-29,13,Standard
D01097,Metroville,2020-06-11,31,Standard
D01098,Metroville,2022-12-31,0,Standard
D01099,Capital City,2021-08-04,17,Standard
D01100,Metroville,2020-09-20,27,XL
D01101,Capital City,2021-06-26,18,Standard
D01102,Capital City,2020-03-29,33,Standard
D01103,Metroville,2022-01-05,12,XL
D01104,Capital City,2021-02-27,22,Standard
D01105,Metroville,2020-02-28,34,Standard
D01106,Metroville,2020-04-17,32,XL
D01107,Metroville,2020-02-13,35,Standard
D01108,Metroville,2021-05-30,19,XL
D01109,Metroville,2021-04-28,20,Premium
D01110,Capital City,2021-07-09,18,Standard
D01111,Capital City,2020-01-08,36,Premium
D01112,Metroville,2021-08-10,16,Standard
D01113,Capital City,2021-02-02,23,Standard
D01114,Metroville,2021-06-17,18,Standard
D01115,Capital City,2020-03-07,34,Standard
D01116,Metroville,2021-04-09,21,Standard
D01117,Capital City,2020-07-14,30,Standard
D01118,Metroville,2022-05-18,7,Standard
D01119,Metroville,2021-12-24,12,Standard
D01120,Capital City,2020-04-08,33,Premium
D01121,Capital City,2022-12-19,0,Standard
D01122,Metroville,2021-03-19,21,Electric
D01123,Metroville,2020-02-23,34,Premium
D01124,Capital City,2020-05-13,32,Premium
D01125,Metroville,2020-03-22,33,Standard
D01126,Metroville,2022-02-01,11,Premium
D01127,Capital City,2021-12-31,12,Premium
D01128,Metroville,2022-08-20,4,XL
D01129,Capital City,2020-07-31,29,Standard
D01130,Metroville,2021-04-18,20,Premium
D01131,Metroville,2022-06-22,6,Standard
D01132,Metroville,2020-07-08,30,XL
D01133,Metroville,2021-01-30,23,Standard
D01134,Capital City,2021-12-23,12,Premium
D01135,Capital City,2021-12-01,13,Standard
D01136,Metroville,2022-05-24,7,Premium
D01137,Capital City,2021-09-14,15,Standard
D01138,Metroville,2021-10-22,14,Standard
D01139,Capital City,2021-04-12,20,Standard
D01140,Metroville,2020-03-10,34,Standard
D01141,Metroville,2021-04-16,20,Standard
D01142,Capital City,2021-03-17,21,Premium
D01143,Metroville,2020-01-11,36,Standard
D01144,Metroville,2020-05-10,32,Premium
D01145,Metroville,2022-06-05,7,Electric
D01146,Capital City,2021-04-27,20,Standard
D01147,Capital City,2021-10-28,14,Premium
D01148,Metroville,2022-02-19,10,Standard
D01149,Metroville,2021-03-09,22,Standard
D01150,Metroville,2022-02-15,10,Standard
D01151,Metroville,2021-12-04,13,Standard
D01152,Capital City,2020-10-12,27,Premium
D01153,Capital City,2022-01-15,11,Standard
D01154,Capital City,2022-02-12,10,Electric
D01155,Metroville,2022-02-14,10,Premium
D01156,Metroville,2021-03-06,22,XL
D01157,Capital City,2020-02-09,35,Electric
D01158,Metroville,2020-05-06,32,Standard
D01159,Metroville,2020-08-31,28,Standard
D01160,Metroville,2021-06-29,18,Standard
D01161,Capital City,2021-09-20,15,Standard
D01162,Capital City,2021-07-12,17,Standard
D01163,Metroville,2020-05-10,32,Premium
D01164,Capital City,2021-04-20,20,Standard
D01165,Capital City,2020-12-03,25,Standard
D01166,Capital City,2022-03-11,9,XL
D01167,Metroville,2021-04-14,20,Electric
D01168,Capital City,2021-02-17,22,Electric
D01169,Capital City,2021-01-07,24,XL
D01170,Metroville,2021-03-27,21,Standard
D01171,Capital City,2020-06-24,30,Premium
D01172,Metroville,2021-04-11,21,Standard
D01173,Capital City,2020-08-13,29,Standard
D01174,Metroville,2020-10-18,26,Standard
D01175,Capital City,2020-08-30,28,Standard
D01176,Metroville,2022-12-21,0,XL
D01177,Capital City,2020-09-26,27,Standard
D01178,Metroville,2022-09-10,3,Standard
D01179,Capital City,2020-09-16,27,Standard
D01180,Metroville,2021-01-07,24,XL
D01181,Capital City,2022-03-21,9,Standard
D01182,Metroville,2020-06-10,31,Standard
D01183,Metroville,2021-06-19,18,Standard
D01184,Metroville,2022-11-23,1,Standard
D01185,Metroville,2021-11-13,13,XL
D01186,Capital City,2021-10-31,14,Standard
D01187,Capital City,2021-07-26,17,Premium
D01188,Capital City,2021-05-08,20,Standard
D01189,Metroville,2020-11-28,25,Standard
D01190,Metroville,2022-11-14,1,Standard
D01191,Capital City,2021-03-13,21,Standard
D01192,Capital City,2020-08-09,29,Standard
D01193,Capital City,2020-11-09,26,Standard
D01194,Capital City,2021-03-05,22,Standard
D01195,Capital City,2021-11-19,13,Standard
D01196,Capital City,2021-10-18,14,Standard
D01197,Capital City,2020-03-07,34,XL
D01198,Capital City,2020-07-14,30,Standard
D01199,Capital City,2021-06-19,18,Standard
D01200,Metroville,2022-05-28,7,Standard
D01201,Metroville,2022-08-02,5,Premium
D01202,Metroville,2021-08-22,16,Standard
D01203,Capital City,2022-02-07,10,Electric
D01204,Capital City,2021-03-06,22,Premium
D01205,Metroville,2020-04-24,32,XL
D01206,Capital City,2020-05-14,32,Standard
D01207,Metroville,2022-09-29,3,XL
D01208,Capital City,2020-10-25,26,Standard
D01209,Metroville,2020-04-09,33,XL
D01210,Metroville,2021-08-08,17,Standard
D01211,Capital City,2021-06-07,19,Standard
D01212,Metroville,2020-11-24,25,Electric
D01213,Capital City,2022-09-02,4,XL
D01214,Capital City,2022-06-08,6,Premium
D01215,Capital City,2022-09-09,3,Standard
D01216,Capital City,2021-01-30,23,Standard
D01217,Capital City,2021-06-15,18,Standard
D01218,Metroville,2020-12-06,25,Standard
D01219,Capital City,2020-07-18,29,Electric
D01220,Capital City,2021-05-29,19,Standard
D01221,Metroville,2022-05-19,7,Standard
D01222,Metroville,2020-05-10,32,XL
D01223,Capital City,2022-04-01,9,Standard
D01224,Metroville,2022-08-03,5,Standard
D01225,Metroville,2021-03-08,22,XL
D01226,Capital City,2020-09-06,28,XL
D01227,Metroville,2022-02-25,10,Standard
D01228,Metroville,2022-02-27,10,Standard
D01229,Capital City,2021-04-29,20,XL
D01230,Capital City,2021-11-18,13,Standard
D01231,Capital City,2022-07-05,6,Standard
D01232,Metroville,2020-07-18,29,Standard
D01233,Metroville,2021-08-17,16,XL
D01234,Capital City,2021-03-01,22,Standard
D01235,Metroville,2021-07-17,17,Standard
D01236,Metroville,2020-01-10,36,Standard
D01237,Capital City,2021-05-15,19,Standard
D01238,Capital City,2022-11-18,1,Standard
D01239,Metroville,2022-03-20,9,Standard
D01240,Capital City,2022-08-15,4,Standard
D01241,Metroville,2021-03-30,21,Electric
D01242,Metroville,2020-12-23,24,Electric
D01243,Metroville,2020-07-02,30,XL
D01244,Metroville,2021-10-19,14,Standard
D01245,Metroville,2021-12-20,12,Standard
D01246,Capital City,2021-03-15,21,XL
D01247,Metroville,2020-05-17,31,Standard
D01248,Metroville,2021-09-22,15,Premium
D01249,Metroville,2020-06-02,31,Standard
D01250,Capital City,2020-12-21,24,Standard
D01251,Metroville,2021-02-18,22,Standard
D01252,Capital City,2021-11-20,13,Standard
D01253,Capital City,2021-07-20,17,Standard
D01254,Metroville,2021-07-28,17,XL
D01255,Metroville,2022-11-15,1,Standard
D01256,Metroville,2022-03-20,9,Standard
D01257,Capital City,2022-05-02,8,Standard
D01258,Capital City,2020-09-12,28,Premium
D01259,Capital City,2020-08-09,29,XL
D01260,Capital City,2020-10-12,27,Standard
D01261,Metroville,2020-04-10,33,Standard
D01262,Capital City,2022-09-25,3,XL
D01263,Metroville,2020-01-15,36,XL
D01264,Metroville,2022-08-31,4,Standard
D01265,Metroville,2020-02-17,34,Standard
D01266,Capital City,2020-11-28,25,Standard
D01267,Metroville,2022-11-29,1,Electric
D01268,Capital City,2020-07-20,29,Standard
D01269,Metroville,2022-10-28,2,Standard
D01270,Capital City,2020-03-05,34,Electric
D01271,Capital City,2021-03-03,22,Standard
D01272,Metroville,2020-03-30,33,Standard
D01273,Metroville,2021-06-02,19,Standard
D01274,Capital City,2021-02-17,22,Standard
D01275,Metroville,2022-08-17,4,Premium
D01276,Metroville,2022-07-31,5,XL
D01277,Metroville,2022-06-27,6,Standard
D01278,Metroville,2022-05-16,7,Electric
