ride_id,rider_id,driver_id,city,zone,request_time,pickup_time,completion_time,distance_km,fare,surge_multiplier,wait_time,trip_duration,status,cancellation_reason
REQ0023108,R002786,D01044,Capital City,Westside,2023-03-27 12:31:00,2023-03-27 12:37:12,2023-03-27 13:10:00,17.3,28.18,1.0,6.2,32.8,Completed,
REQ0023109,R014338,D02705,Capital City,University Area,2023-01-08 19:57:43,2023-01-08 20:00:07,2023-01-08 20:05:25,2.4,8.64,1.4,2.4,5.3,Completed,
REQ0023110,R002076,D01228,Metroville,Airport,2023-02-21 08:42:59,2023-02-21 08:49:11,2023-02-21 10:13:05,21.2,48.63,1.2,6.2,83.9,Completed,
REQ0023111,R009658,D02511,Metroville,Airport,2023-01-04 20:57:06,2023-01-04 21:04:24,2023-01-04 21:44:42,23.9,48.39,1.3,7.3,40.3,Completed,
REQ0023112,R011457,D01493,Capital City,Westside,2023-01-19 08:52:44,2023-01-19 09:00:26,2023-01-19 10:03:08,16.0,37.33,1.2,7.7,62.7,Completed,
REQ0023113,R002928,D00031,Metroville,Tech Park,2023-03-05 09:30:43,2023-03-05 09:35:19,2023-03-05 10:09:37,13.6,33.55,1.4,4.6,34.3,Completed,
REQ0023114,R014391,D01214,Capital City,University Area,2023-01-06 12:21:10,2023-01-06 12:28:04,2023-01-06 12:56:40,15.5,38.08,1.5,6.9,28.6,Completed,
REQ0023115,R009081,D02085,Capital City,Industrial Zone,2023-01-27 08:53:45,2023-01-27 09:00:57,2023-01-27 09:27:21,12.4,29.88,1.4,7.2,26.4,Completed,
REQ0023116,R008323,D01897,Metroville,Downtown,2023-02-23 19:54:56,2023-02-23 20:01:38,2023-02-23 20:52:14,20.3,41.34,1.2,6.7,50.6,Completed,
REQ0023117,R002756,D01619,Metroville,Airport,2023-03-29 13:34:34,2023-03-29 13:40:16,2023-03-29 14:12:10,19.0,45.13,1.5,5.7,31.9,Completed,
REQ0023118,R013432,D01292,Metroville,Residential North,2023-02-14 08:59:50,2023-02-14 09:02:44,2023-02-14 10:02:50,18.1,39.88,1.2,2.9,60.1,Completed,
REQ0023119,R007515,,Metroville,Downtown,2023-01-25 08:39:42,,,,,2.5,2.0,,Cancelled_Rider,Price too high
REQ0023120,R006441,D02922,Capital City,Westside,2023-01-07 13:11:31,2023-01-07 13:15:49,2023-01-07 14:05:37,22.3,36.73,1.0,4.3,49.8,Completed,
REQ0023121,R005207,D02870,Metroville,Tech Park,2023-01-11 18:21:45,,,,,3.0,9.3,,Cancelled_Driver,Rider no-show
REQ0023122,R008220,D00954,Capital City,Westside,2023-02-19 10:10:53,2023-02-19 10:13:59,2023-02-19 10:18:23,3.0,6.76,1.0,3.1,4.4,Completed,
REQ0023123,R007835,D01211,Capital City,Westside,2023-02-07 17:39:45,2023-02-07 17:44:27,2023-02-07 18:38:33,24.6,44.15,1.1,4.7,54.1,Completed,
REQ0023124,R006051,D01130,Metroville,Suburbs,2023-02-15 19:19:33,2023-02-15 19:22:27,2023-02-15 19:49:39,10.1,26.18,1.4,2.9,27.2,Completed,
REQ0023125,R012163,D02939,Capital City,Industrial Zone,2023-02-15 16:21:13,2023-02-15 16:28:37,2023-02-15 16:38:01,5.4,10.39,1.0,7.4,9.4,Completed,
REQ0023126,R005534,D01160,Metroville,Suburbs,2023-01-23 23:28:18,2023-01-23 23:35:54,2023-01-23 23:55:24,12.4,20.3,1.0,7.6,19.5,Completed,
REQ0023127,R001423,D01750,Metroville,Airport,2023-01-10 15:55:48,2023-01-10 16:00:42,2023-01-10 16:31:06,19.6,36.7,1.2,4.9,30.4,Completed,
REQ0023128,R000166,D00228,Metroville,Downtown,2023-02-17 20:45:41,2023-02-17 20:50:11,2023-02-17 21:14:05,10.9,26.83,1.4,4.5,23.9,Completed,
REQ0023129,R012785,D01795,Metroville,Airport,2023-02-26 09:28:00,2023-02-26 09:30:42,2023-02-26 09:39:48,3.9,11.11,1.3,2.7,9.1,Completed,
REQ0023130,R007278,D01277,Metroville,Residential North,2023-02-25 23:17:47,,,,,1.4,2.3,,Cancelled_Driver,Rider no-show
REQ0023131,R014940,D00386,Metroville,Airport,2023-03-30 22:00:36,2023-03-30 22:04:00,2023-03-30 22:39:30,14.1,24.74,1.0,3.4,35.5,Completed,
REQ0023132,R006211,D02997,Capital City,Central Business District,2023-03-31 09:36:26,,,,,1.4,6.1,,Cancelled_Driver,Rider no-show
REQ0023133,R004077,D01750,Metroville,Residential North,2023-01-12 09:16:00,2023-01-12 09:21:36,2023-01-12 09:58:30,18.8,36.71,1.2,5.6,36.9,Completed,
REQ0023134,R006089,D02800,Metroville,Downtown,2023-01-18 07:39:38,2023-01-18 07:44:44,2023-01-18 08:15:44,16.3,32.05,1.2,5.1,31.0,Completed,
REQ0023135,R004804,D00881,Capital City,Central Business District,2023-02-06 00:12:19,2023-02-06 00:16:13,2023-02-06 00:30:13,5.4,11.08,1.0,3.9,14.0,Completed,
REQ0023136,R007832,D01830,Metroville,Tech Park,2023-03-15 17:51:36,2023-03-15 18:04:36,2023-03-15 18:57:36,20.0,58.57,1.7,13.0,53.0,Completed,
REQ0023137,R011768,D00905,Metroville,Residential North,2023-03-27 06:56:17,2023-03-27 06:58:17,2023-03-27 07:52:05,21.8,36.73,1.0,2.0,53.8,Completed,
REQ0023138,R003622,D02029,Metroville,Airport,2023-01-26 17:07:38,2023-01-26 17:10:02,2023-01-26 17:14:02,1.4,5.26,1.1,2.4,4.0,Completed,
REQ0023139,R001487,D01777,Capital City,Central Business District,2023-02-06 20:45:33,2023-02-06 20:48:27,2023-02-06 21:21:27,16.8,41.41,1.5,2.9,33.0,Completed,
REQ0023140,R009030,D02777,Metroville,Downtown,2023-01-12 07:30:06,2023-01-12 07:37:30,2023-01-12 07:39:48,1.1,5.0,1.2,7.4,2.3,Completed,
REQ0023141,R011177,D01601,Capital City,Central Business District,2023-01-14 17:04:50,2023-01-14 17:11:20,2023-01-14 17:51:50,18.7,40.32,1.3,6.5,40.5,Completed,
REQ0023142,R005675,D01903,Metroville,Residential North,2023-01-17 07:34:07,2023-01-17 07:36:31,2023-01-17 07:41:43,2.9,7.44,1.1,2.4,5.2,Completed,
REQ0023143,R013205,D02998,Metroville,Suburbs,2023-03-28 08:53:16,2023-03-28 08:59:52,2023-03-28 09:19:04,10.0,26.07,1.5,6.6,19.2,Completed,
REQ0023144,R005044,D01061,Capital City,University Area,2023-01-03 17:21:40,2023-01-03 17:24:28,2023-01-03 18:28:40,18.5,41.2,1.2,2.8,64.2,Completed,
REQ0023145,R007201,D01826,Metroville,Suburbs,2023-01-09 19:51:48,2023-01-09 19:59:42,2023-01-09 20:04:24,2.3,8.35,1.4,7.9,4.7,Completed,
REQ0023146,R010117,D02686,Capital City,Central Business District,2023-03-17 13:28:06,2023-03-17 13:32:06,2023-03-17 13:49:54,8.9,19.02,1.2,4.0,17.8,Completed,
REQ0023147,R005530,D00228,Metroville,Residential North,2023-01-11 19:06:06,2023-01-11 19:13:42,2023-01-11 19:41:24,15.3,30.02,1.2,7.6,27.7,Completed,
REQ0023148,R011774,D01627,Metroville,Suburbs,2023-03-23 17:42:55,2023-03-23 17:45:01,2023-03-23 18:37:01,18.9,42.87,1.3,2.1,52.0,Completed,
REQ0023149,R012011,D00611,Metroville,Airport,2023-02-20 13:00:06,2023-02-20 13:06:54,2023-02-20 13:18:42,6.7,18.46,1.5,6.8,11.8,Completed,
REQ0023150,R009574,D00212,Metroville,Residential North,2023-03-13 13:34:50,2023-03-13 13:41:56,2023-03-13 14:32:02,21.4,35.69,1.0,7.1,50.1,Completed,
REQ0023151,R003943,D02237,Metroville,Tech Park,2023-02-16 08:59:12,2023-02-16 09:03:12,2023-02-16 10:19:42,19.5,56.06,1.5,4.0,76.5,Completed,
REQ0023152,R005817,D02420,Capital City,Westside,2023-02-06 15:29:03,2023-02-06 15:36:39,2023-02-06 16:23:57,18.1,31.32,1.0,7.6,47.3,Completed,
REQ0023153,R011020,D01710,Metroville,Airport,2023-02-04 20:32:09,2023-02-04 20:35:45,2023-02-04 20:39:03,2.4,7.64,1.3,3.6,3.3,Completed,
REQ0023154,R005192,D01848,Metroville,Residential North,2023-01-19 17:41:37,2023-01-19 17:46:37,2023-01-19 18:18:25,9.5,24.27,1.3,5.0,31.8,Completed,
REQ0023155,R013698,D00873,Metroville,Residential North,2023-03-01 12:17:17,2023-03-01 12:20:59,2023-03-01 12:32:11,5.7,11.02,1.0,3.7,11.2,Completed,
REQ0023156,R011747,D02794,Capital City,University Area,2023-03-22 11:11:07,2023-03-22 11:14:07,2023-03-22 12:20:37,23.0,52.1,1.3,3.0,66.5,Completed,
REQ0023157,R003823,D02570,Metroville,Suburbs,2023-01-06 02:23:31,2023-01-06 02:28:25,2023-01-06 03:02:01,24.6,37.06,1.0,4.9,33.6,Completed,
REQ0023158,R002930,D02339,Metroville,Airport,2023-01-17 07:51:07,2023-01-17 07:56:55,2023-01-17 08:19:25,16.3,35.61,1.4,5.8,22.5,Completed,
REQ0023159,R007641,D02144,Capital City,Industrial Zone,2023-02-07 21:39:11,2023-02-07 21:44:05,2023-02-07 22:05:53,7.3,14.53,1.0,4.9,21.8,Completed,
REQ0023160,R014817,D02350,Capital City,Industrial Zone,2023-02-16 13:17:59,2023-02-16 13:22:53,2023-02-16 14:09:11,21.1,34.77,1.0,4.9,46.3,Completed,
REQ0023161,R000851,D01640,Capital City,Westside,2023-03-17 06:20:37,2023-03-17 06:22:37,2023-03-17 06:53:31,16.2,26.57,1.0,2.0,30.9,Completed,
REQ0023162,R001724,D01443,Capital City,Industrial Zone,2023-03-20 20:34:35,2023-03-20 20:38:23,2023-03-20 20:49:59,6.0,11.44,1.0,3.8,11.6,Completed,
REQ0023163,R009851,D02263,Capital City,Industrial Zone,2023-01-01 21:17:03,2023-01-01 21:25:03,2023-01-01 21:56:09,11.1,22.53,1.1,8.0,31.1,Completed,
REQ0023164,R009472,D02315,Metroville,Tech Park,2023-03-17 15:18:26,2023-03-17 15:23:50,2023-03-17 15:45:44,8.0,20.0,1.3,5.4,21.9,Completed,
REQ0023165,R002200,D01577,Metroville,Airport,2023-02-01 12:28:43,2023-02-01 12:33:55,2023-02-01 12:36:13,1.3,5.73,1.3,5.2,2.3,Completed,
REQ0023166,R005912,D02883,Metroville,Airport,2023-02-13 20:07:07,2023-02-13 20:11:49,2023-02-13 20:49:07,24.1,48.12,1.3,4.7,37.3,Completed,
REQ0023167,R001323,D00942,Metroville,Residential North,2023-02-19 21:06:24,2023-02-19 21:08:54,2023-02-19 21:12:42,2.2,8.57,1.5,2.5,3.8,Completed,
REQ0023168,R003005,D02967,Capital City,University Area,2023-01-12 11:06:44,2023-01-12 11:11:14,2023-01-12 11:25:20,10.5,25.82,1.5,4.5,14.1,Completed,
REQ0023169,R001583,D02921,Metroville,Downtown,2023-03-25 17:37:49,2023-03-25 17:41:19,2023-03-25 18:12:55,15.6,38.94,1.5,3.5,31.6,Completed,
REQ0023170,R000561,D02928,Capital City,Central Business District,2023-02-11 04:17:13,2023-02-11 04:22:49,2023-02-11 04:30:25,5.1,9.76,1.0,5.6,7.6,Completed,
REQ0023171,R004196,D00655,Capital City,University Area,2023-01-31 08:16:20,2023-01-31 08:21:50,2023-01-31 09:20:32,13.8,41.8,1.5,5.5,58.7,Completed,
REQ0023172,R001628,D02757,Metroville,Suburbs,2023-02-25 13:49:24,2023-02-25 13:56:00,2023-02-25 14:23:54,17.8,28.04,1.0,6.6,27.9,Completed,
REQ0023173,R009650,D02433,Metroville,Suburbs,2023-03-22 08:12:01,2023-03-22 08:17:25,2023-03-22 08:48:01,8.5,20.75,1.2,5.4,30.6,Completed,
REQ0023174,R007490,D00803,Capital City,Industrial Zone,2023-03-04 20:38:02,2023-03-04 20:42:08,2023-03-04 21:07:38,14.2,28.04,1.2,4.1,25.5,Completed,
REQ0023175,R005848,,Metroville,Suburbs,2023-03-03 16:11:28,,,,,1.0,2.3,,Cancelled_Rider,Wait time too long
REQ0023176,R008704,D00274,Metroville,Airport,2023-02-18 14:53:27,2023-02-18 14:55:33,2023-02-18 15:04:45,4.3,12.66,1.4,2.1,9.2,Completed,
REQ0023177,R002159,D01147,Capital City,University Area,2023-01-01 19:48:38,2023-01-01 19:54:44,2023-01-01 20:24:20,10.9,28.03,1.4,6.1,29.6,Completed,
REQ0023178,R009923,D01372,Capital City,Central Business District,2023-03-30 00:31:35,2023-03-30 00:36:23,2023-03-30 01:12:59,19.0,30.79,1.0,4.8,36.6,Completed,
REQ0023179,R005721,D00530,Metroville,Tech Park,2023-01-29 21:29:09,2023-01-29 21:31:57,2023-01-29 21:50:51,11.9,21.58,1.1,2.8,18.9,Completed,
REQ0023180,R013302,D02421,Capital City,Westside,2023-01-02 09:53:38,2023-01-02 09:57:20,2023-01-02 10:07:26,3.9,10.43,1.2,3.7,10.1,Completed,
REQ0023181,R003319,D02350,Capital City,Industrial Zone,2023-03-07 07:30:23,2023-03-07 07:34:23,2023-03-07 07:37:35,1.7,7.53,1.5,4.0,3.2,Completed,
REQ0023182,R003627,D01462,Metroville,Downtown,2023-02-04 20:56:41,2023-02-04 21:00:17,2023-02-04 21:35:11,14.5,32.68,1.3,3.6,34.9,Completed,
REQ0023183,R011146,D02523,Metroville,Suburbs,2023-02-02 07:41:02,2023-02-02 07:46:20,2023-02-02 08:19:20,21.9,40.48,1.2,5.3,33.0,Completed,
REQ0023184,R012158,D00267,Metroville,Downtown,2023-01-03 07:03:17,2023-01-03 07:05:35,2023-01-03 07:37:47,20.3,44.37,1.4,2.3,32.2,Completed,
REQ0023185,R013380,D02723,Capital City,Westside,2023-01-15 21:35:25,2023-01-15 21:42:43,2023-01-15 21:58:07,9.5,21.07,1.3,7.3,15.4,Completed,
REQ0023186,R014358,D00270,Capital City,University Area,2023-03-14 19:59:34,2023-03-14 20:03:10,2023-03-14 20:29:28,17.5,41.17,1.5,3.6,26.3,Completed,
REQ0023187,R012108,D00001,Capital City,University Area,2023-01-25 23:59:05,2023-01-26 00:06:47,2023-01-26 00:11:59,2.5,6.28,1.0,7.7,5.2,Completed,
REQ0023188,R010832,D01602,Metroville,Suburbs,2023-02-22 19:05:43,2023-02-22 19:11:01,2023-02-22 19:19:49,6.5,15.11,1.3,5.3,8.8,Completed,
REQ0023189,R008315,D01715,Metroville,Airport,2023-02-26 11:47:16,2023-02-26 11:49:58,2023-02-26 12:23:10,20.3,38.21,1.2,2.7,33.2,Completed,
REQ0023190,R004381,D02641,Metroville,Suburbs,2023-02-02 21:02:39,2023-02-02 21:05:21,2023-02-02 21:26:21,11.8,19.81,1.0,2.7,21.0,Completed,
REQ0023191,R003056,D02596,Capital City,Westside,2023-03-28 06:41:45,2023-03-28 06:48:57,2023-03-28 07:12:39,17.6,27.18,1.0,7.2,23.7,Completed,
REQ0023192,R008182,D00451,Capital City,Central Business District,2023-02-15 18:48:13,2023-02-15 18:53:25,2023-02-15 19:37:31,17.9,45.89,1.5,5.2,44.1,Completed,
REQ0023193,R013393,D00591,Metroville,Downtown,2023-02-05 10:09:35,2023-02-05 10:13:53,2023-02-05 10:19:23,3.1,8.45,1.2,4.3,5.5,Completed,
REQ0023194,R005599,D02215,Capital City,University Area,2023-03-13 11:52:07,2023-03-13 11:55:43,2023-03-13 12:28:13,13.0,25.27,1.1,3.6,32.5,Completed,
REQ0023195,R006060,D00480,Capital City,Industrial Zone,2023-03-14 14:58:27,2023-03-14 15:01:57,2023-03-14 15:20:57,10.3,17.71,1.0,3.5,19.0,Completed,
REQ0023196,R000142,D00109,Metroville,Residential North,2023-03-06 17:10:02,2023-03-06 17:14:44,2023-03-06 17:26:26,4.2,11.15,1.2,4.7,11.7,Completed,
REQ0023197,R012039,D01985,Metroville,Downtown,2023-03-31 21:23:28,2023-03-31 21:26:28,2023-03-31 21:56:46,22.4,50.89,1.5,3.0,30.3,Completed,
REQ0023198,R012167,,Capital City,Westside,2023-03-13 19:09:25,,,,,1.2,3.2,,Cancelled_Rider,Wait time too long
REQ0023199,R012474,D01916,Metroville,Airport,2023-02-04 03:50:10,2023-02-04 03:54:28,2023-02-04 04:39:52,22.1,35.83,1.0,4.3,45.4,Completed,
REQ0023200,R005152,D02989,Metroville,Downtown,2023-01-06 17:41:24,2023-01-06 17:47:18,2023-01-06 18:08:06,6.5,16.1,1.2,5.9,20.8,Completed,
REQ0023201,R012251,D02419,Metroville,Residential North,2023-02-07 13:56:34,2023-02-07 14:02:04,2023-02-07 14:05:04,1.8,5.11,1.0,5.5,3.0,Completed,
REQ0023202,R014860,D01282,Capital City,Industrial Zone,2023-03-08 01:14:29,2023-03-08 01:19:53,2023-03-08 01:49:53,18.9,29.68,1.0,5.4,30.0,Completed,
REQ0023203,R004104,D01056,Metroville,Airport,2023-03-01 13:37:39,2023-03-01 13:40:15,2023-03-01 14:18:03,13.5,36.55,1.5,2.6,37.8,Completed,
REQ0023204,R011133,D02565,Capital City,University Area,2023-03-04 10:48:17,2023-03-04 10:50:47,2023-03-04 11:18:11,20.5,37.45,1.2,2.5,27.4,Completed,
REQ0023205,R013698,D02556,Metroville,Airport,2023-03-22 21:40:23,2023-03-22 21:48:23,2023-03-22 22:04:17,5.8,11.85,1.0,8.0,15.9,Completed,
REQ0023206,R006034,D00260,Metroville,Residential North,2023-03-04 14:07:47,2023-03-04 14:10:17,2023-03-04 14:44:05,15.6,34.18,1.3,2.5,33.8,Completed,
REQ0023207,R009313,D02695,Capital City,Industrial Zone,2023-03-19 19:50:41,2023-03-19 19:57:23,2023-03-19 20:07:17,7.3,16.57,1.3,6.7,9.9,Completed,
REQ0023208,R005458,D01873,Capital City,Industrial Zone,2023-01-13 16:35:34,2023-01-13 16:42:34,2023-01-13 17:17:34,19.8,31.51,1.0,7.0,35.0,Completed,
REQ0023209,R004545,,Metroville,Suburbs,2023-01-17 18:47:36,,,,,1.2,1.8,,Cancelled_Rider,Wait time too long
REQ0023210,R000266,D00048,Capital City,Industrial Zone,2023-02-05 19:59:25,2023-02-05 20:06:43,2023-02-05 20:37:07,16.9,38.28,1.4,7.3,30.4,Completed,
REQ0023211,R008879,D01521,Capital City,Westside,2023-02-25 16:00:40,2023-02-25 16:02:40,2023-02-25 16:17:10,8.0,19.98,1.4,2.0,14.5,Completed,
REQ0023212,R000600,D01668,Capital City,Industrial Zone,2023-03-25 10:00:55,2023-03-25 10:07:19,2023-03-25 10:17:55,5.9,11.17,1.0,6.4,10.6,Completed,
REQ0023213,R002687,D02539,Metroville,Suburbs,2023-01-31 19:55:26,2023-01-31 19:59:32,2023-01-31 20:35:02,13.4,28.69,1.2,4.1,35.5,Completed,
REQ0023214,R008041,D01419,Metroville,Downtown,2023-02-08 17:56:10,2023-02-08 17:59:52,2023-02-08 19:09:22,19.3,50.52,1.4,3.7,69.5,Completed,
REQ0023215,R002257,D01405,Metroville,Suburbs,2023-03-22 16:01:30,2023-03-22 16:04:42,2023-03-22 16:27:30,14.1,22.84,1.0,3.2,22.8,Completed,
REQ0023216,R011003,D02415,Capital City,Westside,2023-02-26 21:26:55,2023-02-26 21:30:25,2023-02-26 22:04:01,24.4,51.55,1.4,3.5,33.6,Completed,
REQ0023217,R007941,D01669,Metroville,Residential North,2023-02-28 17:56:09,2023-02-28 18:03:15,2023-02-28 18:27:15,7.5,19.63,1.3,7.1,24.0,Completed,
REQ0023218,R012288,D01393,Capital City,University Area,2023-03-28 19:28:04,2023-03-28 19:35:28,2023-03-28 20:16:16,17.2,40.96,1.4,7.4,40.8,Completed,
REQ0023219,R006825,D00080,Metroville,Suburbs,2023-01-27 18:53:08,2023-01-27 19:00:56,2023-01-27 19:07:02,2.8,9.48,1.4,7.8,6.1,Completed,
REQ0023220,R003199,D00372,Metroville,Tech Park,2023-02-07 16:02:37,2023-02-07 16:05:55,2023-02-07 16:10:37,1.6,7.17,1.4,3.3,4.7,Completed,
REQ0023221,R001806,D01984,Metroville,Suburbs,2023-01-24 17:55:27,2023-01-24 18:02:21,2023-01-24 19:08:27,22.8,43.75,1.1,6.9,66.1,Completed,
REQ0023222,R006820,,Capital City,Westside,2023-01-22 22:00:13,,,,,1.0,4.8,,Cancelled_Rider,Wait time too long
REQ0023223,R012352,D01101,Capital City,Industrial Zone,2023-02-01 18:52:43,2023-02-01 18:59:07,2023-02-01 19:11:01,4.1,11.05,1.2,6.4,11.9,Completed,
REQ0023224,R008127,D01575,Metroville,Tech Park,2023-03-17 18:55:00,2023-03-17 19:03:00,2023-03-17 20:19:24,20.3,61.31,1.6,8.0,76.4,Completed,
REQ0023225,R012301,D01457,Metroville,Downtown,2023-02-09 21:20:48,2023-02-09 21:25:06,2023-02-09 21:35:54,7.9,16.32,1.2,4.3,10.8,Completed,
REQ0023226,R004222,D00215,Capital City,University Area,2023-03-31 11:05:32,2023-03-31 11:12:14,2023-03-31 11:31:32,13.2,27.61,1.3,6.7,19.3,Completed,
REQ0023227,R013270,D01618,Metroville,Tech Park,2023-02-23 07:32:10,2023-02-23 07:36:28,2023-02-23 07:39:58,2.2,6.23,1.1,4.3,3.5,Completed,
REQ0023228,R008695,D01325,Capital City,Central Business District,2023-03-26 19:09:24,2023-03-26 19:16:36,2023-03-26 19:37:12,8.5,20.53,1.3,7.2,20.6,Completed,
REQ0023229,R006838,D01718,Capital City,Industrial Zone,2023-01-31 19:34:22,2023-01-31 19:40:04,2023-01-31 20:01:10,13.8,26.67,1.2,5.7,21.1,Completed,
REQ0023230,R006751,D00514,Metroville,Airport,2023-02-23 19:26:49,2023-02-23 19:30:07,2023-02-23 19:45:13,8.0,20.11,1.4,3.3,15.1,Completed,
REQ0023231,R014862,D02814,Metroville,Downtown,2023-01-24 13:16:13,2023-01-24 13:20:37,2023-01-24 13:23:31,1.7,6.96,1.4,4.4,2.9,Completed,
REQ0023232,R003253,D00709,Metroville,Airport,2023-02-13 12:15:39,2023-02-13 12:19:03,2023-02-13 12:47:45,17.9,36.77,1.3,3.4,28.7,Completed,
REQ0023233,R006795,D02265,Metroville,Airport,2023-02-24 20:51:42,2023-02-24 20:56:30,2023-02-24 21:17:06,12.1,22.12,1.1,4.8,20.6,Completed,
REQ0023234,R004115,D02653,Metroville,Suburbs,2023-01-22 20:04:55,2023-01-22 20:12:43,2023-01-22 20:47:01,17.3,42.61,1.5,7.8,34.3,Completed,
REQ0023235,R012254,,Metroville,Tech Park,2023-03-14 17:39:23,,,,,2.9,1.0,,Cancelled_Rider,Price too high
REQ0023236,R002065,D01971,Metroville,Tech Park,2023-01-01 12:46:15,2023-01-01 12:53:27,2023-01-01 13:04:27,5.8,14.44,1.3,7.2,11.0,Completed,
REQ0023237,R013236,D01429,Capital City,University Area,2023-01-27 14:17:13,2023-01-27 14:21:25,2023-01-27 14:41:01,13.6,26.11,1.2,4.2,19.6,Completed,
REQ0023238,R000709,D01577,Metroville,Tech Park,2023-03-07 17:35:05,,,,,2.6,8.6,,Cancelled_Driver,Rider no-show
REQ0023239,R005133,D01828,Capital City,Westside,2023-01-06 08:53:04,2023-01-06 08:55:34,2023-01-06 09:28:58,16.7,35.81,1.3,2.5,33.4,Completed,
REQ0023240,R014671,D02763,Metroville,Suburbs,2023-01-11 00:02:26,2023-01-11 00:06:38,2023-01-11 01:11:14,22.5,39.19,1.0,4.2,64.6,Completed,
REQ0023241,R008560,D02289,Metroville,Residential North,2023-03-17 16:02:52,2023-03-17 16:05:40,2023-03-17 16:29:46,15.3,31.82,1.3,2.8,24.1,Completed,
REQ0023242,R013672,D00083,Metroville,Airport,2023-03-25 14:37:19,2023-03-25 14:40:01,2023-03-25 15:16:07,13.9,29.51,1.2,2.7,36.1,Completed,
REQ0023243,R004086,D00381,Capital City,Central Business District,2023-02-11 09:58:59,2023-02-11 10:01:35,2023-02-11 10:42:53,14.2,30.88,1.2,2.6,41.3,Completed,
REQ0023244,R008092,D01651,Metroville,Airport,2023-03-06 16:42:16,2023-03-06 16:49:10,2023-03-06 16:57:58,6.4,16.1,1.4,6.9,8.8,Completed,
REQ0023245,R009894,,Metroville,Downtown,2023-02-28 09:04:36,,,,,2.4,1.9,,Cancelled_Rider,Price too high
REQ0023246,R010446,D00842,Capital City,Industrial Zone,2023-01-10 12:11:39,2023-01-10 12:16:39,2023-01-10 12:48:09,23.2,35.06,1.0,5.0,31.5,Completed,
REQ0023247,R010159,D02048,Capital City,University Area,2023-02-20 08:50:58,2023-02-20 08:58:16,2023-02-20 09:33:22,15.9,34.9,1.3,7.3,35.1,Completed,
REQ0023248,R004505,D02915,Metroville,Airport,2023-03-31 12:15:47,2023-03-31 12:20:23,2023-03-31 12:31:59,5.4,13.94,1.3,4.6,11.6,Completed,
REQ0023249,R000537,D01281,Metroville,Suburbs,2023-03-08 19:11:29,2023-03-08 19:19:17,2023-03-08 20:02:29,22.6,43.32,1.2,7.8,43.2,Completed,
REQ0023250,R013208,D01769,Metroville,Residential North,2023-02-03 18:53:54,2023-02-03 18:58:54,2023-02-03 19:46:36,21.2,45.62,1.3,5.0,47.7,Completed,
REQ0023251,R008160,,Metroville,Residential North,2023-02-17 06:33:12,,,,,1.0,3.1,,Cancelled_Rider,Wait time too long
REQ0023252,R004026,,Metroville,Downtown,2023-03-25 12:28:40,,,,,1.2,2.3,,Cancelled_Rider,Wait time too long
REQ0023253,R003054,D00738,Metroville,Airport,2023-01-24 11:32:02,2023-01-24 11:36:32,2023-01-24 12:00:50,9.5,21.05,1.2,4.5,24.3,Completed,
REQ0023254,R011278,D02888,Capital City,Central Business District,2023-01-04 08:50:10,2023-01-04 08:55:04,2023-01-04 09:35:58,12.5,33.09,1.4,4.9,40.9,Completed,
REQ0023255,R012875,D02085,Capital City,Westside,2023-02-13 17:11:21,2023-02-13 17:16:45,2023-02-13 17:46:39,9.2,19.83,1.1,5.4,29.9,Completed,
REQ0023256,R014984,D02834,Metroville,Tech Park,2023-01-07 22:43:46,2023-01-07 22:46:46,2023-01-07 23:41:52,19.3,47.49,1.4,3.0,55.1,Completed,
REQ0023257,R014426,D02361,Metroville,Airport,2023-02-25 21:14:51,2023-02-25 21:18:57,2023-02-25 21:49:45,13.9,26.18,1.1,4.1,30.8,Completed,
REQ0023258,R010275,D00587,Capital City,Industrial Zone,2023-01-11 03:13:20,2023-01-11 03:18:32,2023-01-11 03:22:38,2.5,6.12,1.0,5.2,4.1,Completed,
REQ0023259,R013280,D02510,Metroville,Tech Park,2023-02-13 10:11:57,2023-02-13 10:19:03,2023-02-13 10:54:57,19.1,36.97,1.2,7.1,35.9,Completed,
REQ0023260,R004601,D00002,Capital City,Industrial Zone,2023-01-09 07:10:37,2023-01-09 07:13:31,2023-01-09 07:41:25,12.6,28.35,1.3,2.9,27.9,Completed,
REQ0023261,R010838,D02880,Metroville,Downtown,2023-03-03 19:12:55,2023-03-03 19:16:55,2023-03-03 19:19:49,1.3,4.94,1.1,4.0,2.9,Completed,
REQ0023262,R013098,D01936,Metroville,Residential North,2023-01-13 17:55:46,2023-01-13 18:00:58,2023-01-13 19:07:52,16.6,42.19,1.3,5.2,66.9,Completed,
REQ0023263,R008534,D00043,Metroville,Suburbs,2023-01-01 19:07:27,2023-01-01 19:11:15,2023-01-01 19:24:09,7.5,18.81,1.4,3.8,12.9,Completed,
REQ0023264,R001740,D01539,Metroville,Suburbs,2023-01-26 08:48:12,2023-01-26 08:52:24,2023-01-26 09:27:30,16.6,33.22,1.2,4.2,35.1,Completed,
REQ0023265,R000986,D02072,Metroville,Airport,2023-03-11 15:52:50,2023-03-11 15:58:20,2023-03-11 16:36:50,16.5,42.11,1.5,5.5,38.5,Completed,
REQ0023266,R010392,D01143,Metroville,Airport,2023-03-14 18:54:00,2023-03-14 18:57:30,2023-03-14 19:26:18,8.6,20.57,1.2,3.5,28.8,Completed,
